title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,Explicit (Y/N),Album Cover,Recording Device,Fan Comment,Lyrics,artist,cowriter,album,length,comment,composer,feel,genesis,section,key,mode,suzyVerdict,suzyRating,suzyComment,scoreTotal,jd,jdComment,BPM,sitekrating,version,masterpiece,blue,vanweez,solo,rock,uuid,original_filename
Living Without You,The Green Years,3.3,5,Maladroit,\The Maladroit Years\C.O.R_,,,Living Without You,1.5,Living Without You,Voice Memo with Guitar,N,,,COR: 310; UK/Japan Exclusive,"I want to do 
…around 
Living without you 
I’ll come again 
I’ll be your friend 
Living without you 
It’s only yesterday 
These games that you can play 
Are not enough to stay 
On 
On 
On 
On 
On 
On 
…to do 
I’ll be around 
Living without you 
… 
I’ll be your friend 
Living without you 
It’s only yesterday 
These games that you can play 
Are not enough to stay 
On 
On 
On 
On 
On 
On 
On 
Oh 
… friend 
… 
You’ve got a lot to say now 
It’s only yesterday 
These games that you can play 
Are not enough to stay 
On 
On 
On 
On 
On 
On 
On 
Oh 
… need you 
Oh 
You’ve got a lot to say now 
Now 
Now",Rivers Cuomo,,C.O.R_,206,,Rivers Cuomo,,,,,,,,,,,,113,,,,,,,,5ab28357ae504dfcb222bba0ba170be9,310 Living Without You
Lonely Man - 2005-06-29,The Red-Raditude-Hurley Years,3.67,3,None,\Unknown Album,The Life I Never Lived,,Lonely Man - 2005-06-29,2,Lonely Man,Sketch,,,,,"To take away my frown 
We start a destiny in this lonely life 
And that’s the love 
The life I never 
Think about 
The life I never 
Sing about 
The life I never lived 
… 
I can’t hold on 
It slips away 
Couldn’t do what I wanted to 
A fantasy 
That haunted me 
Will haunt me still for eternity 
And all I can do is walk along these cobble 
And all I can do is walk along these cobblestone streets 
And think about the life I",,,Unknown Album,51,,,,,,,,,,,,,,72,,,,,,,,f2fea3ec22824d7fa5c92a1a47466565,lonely man 2005-06-29
Lonely Man - busy chorus,The Red-Raditude-Hurley Years,4.3,5,None,\2005 Demos,The Life I Never Lived,,Lonely Man - busy chorus,3.5,The Life I Never Lived,Full Song,N,,,,"I can’t hold on 
It slips away 
I couldn’t do what I wanted to 
The fantasy that haunted me 
Will haunt me still for eternity 
And all I can do is walk along these cobblestone streets 
Thinking about the life that’s passing by in front of me 
All I can do is trace the steps that I have walked before 
And think about the life I never lived 
I’m a lonely man 
I do whatever I can 
To get by in the night 
Without any friend 
I cry to the sun moon wind and the stars 
I’m a lonely man 
And it’s always this way 
I try to reach out 
I got nothing to say 
There’s only so much life in my heart 
Every time that I come back 
I’m further from the one I love 
Did I miss the perfect opportunity? 
Or was there never any room for me? 
Seems I’m going to be alone for all of my life 
How come everybody here is wearing a smile 
They all have their things to do 
And people that they love 
And that’s the life 
The life I never lived 
I’m a lonely man 
I do whatever I can 
To get by in the night 
Without any friend 
I cry to the sun moon wind and the stars 
I’m a lonely man 
And it’s always this way 
I try to reach out 
I got nothing to say 
There’s only so much life in my heart 
I’m a lonely man 
I do whatever I can 
Life 
Without any friend 
I cry to the sun moon wind and the stars 
I’m a lonely man 
And it’s always this way 
I try to reach out 
I got nothing to say 
There’s only so much life in my heart 
So much life in my heart",Rivers Cuomo,,2005 Demos,223,,Rivers Cuomo,,,chorus,,,,,,,,,74,,,,,,,,92a9a09549e34529a1cda173816f1b25,lonely man--busy chorus
Lonely Man - rest chorus,The Red-Raditude-Hurley Years,4.42,12,None,\2005 Demos,The Life I Never Lived,,Lonely Man - rest chorus,4,The Life I Never Lived,Full Song,N,,,,"I can’t hold on it slips away 
I couldn’t do what I wanted to 
The fantasy that haunted me 
Will haunt me still for eternity 
And all I can do is walk along these cobblestoned streets 
Thinking about the life that’s passing by in front of me 
And all I can do is trace the steps that I have walked before 
And think about the life I never lived 
I’m a lonely man 
I’m a lonely man 
Everytime that I come back and …from the one I love 
Did I miss the perfect opportunity or was there never any hope for me? 
Was I meant to be alone for all of my life? 
How come everybody else is wearing a smile? 
They all have their things to do and people they love 
And that’s the life 
The life I never lived 
I’m a lonely man 
I’m a lonely man 
At least I have these pretty words that I can write down 
At least I have this song to sing to take away my frown 
Maybe that’s my destiny in this lonely life 
To sing about the life I never lived 
I’m a lonely man 
… 
I’m a lonely man 
And I’m waiting 
I’m a lonely man 
I’m waiting 
I’m a lonely man",Rivers Cuomo,,2005 Demos,269,,Rivers Cuomo,,,chorus,,,,,,,,,76,,,,,,,,c37a1831c4964196bf4e5655a578dbaa,lonely man--rest chorus
Long I And Then II On Aku,EWBAITE,2.83,3,None,\2 stars and below,,,Long I And Then II On Aku,1.5,,Sketch,N,,,,,Rivers Cuomo,,voice notes,40,,Rivers Cuomo,,aku,,,,,,,,,,65,,,,,,,,a76a603a647d4a17bdf9067cf1970cc5,long I and then ii on aku
Longtime Sunshine Reprise - SFTBH,The Blue-Pinkerton Years,3.92,26,Pinkerton (Deluxe),\Songs From The Black Hole,,,Longtime Sunshine Reprise - SFTBH,2,Longtime Sunshine,,N,,,,"Longtime sunshine 
Longtime sunshine upon me 
Why bother? It’s gonna hurt me 
It’s gonna kill when you desert me 
(Longtime sunshine 
Longtime sunshine upon me) 
He’s in my eyes he’s in my ears 
He’s in my blood he’s in my tears 
(Why bother? It’s gonna hurt me 
It’s gonna kill when you desert me 
Longtime sunshine 
Longtime sunshine upon me) 
(He’s in my eyes he’s in my ears 
He’s in my blood he’s in my tears 
Why bother? It’s gonna hurt me 
It’s gonna kill when you desert me 
Longtime sunshine 
Longtime sunshine upon me) 
Blast off and up to the stars we go 
And leave behind everything I used to know 
Somebody’s giving me a whole lot of money to do what I think I want to 
So why am I still feeling blue? 
Oh Wuan and Dondo 
(He’s in my eyes he’s in my ears 
He’s in my blood he’s in my tears 
Why bother? It’s gonna hurt me 
It’s gonna kill when you desert me 
Longtime sunshine 
Longtime sunshine upon me)",Rivers Cuomo,,Songs From The Black Hole,83,published,Rivers Cuomo,,,,,,,,,,,,72,,,,,,,,ba7fc667e0fb4f6da6561ce21ccf2986,1995 Longtime Sunshine Reprise
Longtime Sunshine Vocals 1 - SFTBH,The Blue-Pinkerton Years,3.5,18,Pinkerton (Deluxe),\Songs From The Black Hole,,,Longtime Sunshine Vocals 1 - SFTBH,2,Longtime Sunshine,,N,,,,"(Three four) 
Longtime sunshine 
Longtime sunshine 
Longtime sunshine 
Longtime sunshine 
",Rivers Cuomo,,Songs From The Black Hole,25,,Rivers Cuomo,,,,,,,,,,,,118,,,,,,,,3e2cf570fef34209af0c3bffc0168e05,1995 Longtime Sunshine Vocals#1
Longtime Sunshine Vocals 2 - SFTBH,The Blue-Pinkerton Years,3.74,19,Pinkerton (Deluxe),\Songs From The Black Hole,,,Longtime Sunshine Vocals 2 - SFTBH,2,Longtime Sunshine,Vocals,,,,,"Longtime sunshine 
Longtime sunshine upon me 
Longtime sunshine 
Longtime sunshine",Rivers Cuomo,,Songs From The Black Hole,28,published,Rivers Cuomo,,,,,,,,,,,,81,,,,,,,,1fa83d13d593443fa83db009ce31b378,1995 Longtime Sunshine Vocals#2
Longtime Sunshine Vocals 3 - SFTBH,The Blue-Pinkerton Years,3.5,10,Pinkerton (Deluxe),\Songs From The Black Hole,,,Longtime Sunshine Vocals 3 - SFTBH,2,Longtime Sunshine,Vocals,,,,,"Long 
Three four 
Longtime sunshine 
Sunshine 
Sunshine upon me 
Longtime Sunshine 
Sunshine 
Sunshine upon me 
Longtime",Rivers Cuomo,,Songs From The Black Hole,36,published,Rivers Cuomo,,,,,,,,,,,,76,,,,,,,,49a747d77b1c4d6cbd71788cd0e224c5,1995 Longtime Sunshine Vocals#3
Looking For A Fight - 2003 Demos,The Make Believe Years,3.67,6,Black,\2003 Demos-- Weezer Office,Living in LA,,Looking For A Fight - 2003 Demos,2,Looking For A Fight,Acoustic Full Song,N,,,Stop and start in the middle of the song,"… 
…want me 
Do you need me? 
Did you want me? 
If you want to test me 
Try your best 
Try your 
Best to best me 
I’ll be waiting right here 
I will make it so clear 
You… 
Looking for a fight 
Looking for a fight 
Looking for some action on a Friday night 
Looking for a fight 
A fight 
A fight 
Alright 
Looking for a fight 
Looking for a fight 
Looking for some action on a friday night 
Looking for a fight 
A fight 
A fight 
Alright 
If you want to test me 
Try your best to move me 
Now I want to drink beer 
Glad I caught you 
Yeah 
What’s your deal fool? 
Looking for a fight 
Looking for a fight 
Looking for some action on a Friday night 
Looking for a fight 
A fight 
A fight 
Alright",Rivers Cuomo,,2003 Demos-- Weezer Office,150,,Rivers Cuomo,,,,,,,,,1.5,2.5,,113,,,,,,,,1d9e6d963e4e4444b4944edae0d6c9f0,02 Looking For A Fight
looking for a fight 2011,EWBAITE,3.73,11,None,\2 stars and below,,,,2,Looking For a Fight,Sketch,N,,,,"If you want to test me 
Try your best to best me 
I’ll be waiting right here 
I will make it so clear 
Yeah 
I’m your brother 
Looking for a fight 
Looking for a fight 
Looking for some action on a Friday night 
Looking for a fight 
A fight 
A fight 
A fight 
Alright 
Things at home are screwy 
So I watched a movie 
Now I’m drinking vodka 
I’m so glad I got ya 
Yeah 
I’m your problem 
Looking for a fight 
Looking for a fight 
Looking for some action on a Friday night 
Looking for a fight 
A fight 
A fight 
A fight 
Alright 
Yeah 
Alright 
Yeah 
Alright",,,EWBAITE,111,,,,,,,,,,,,,,118,,,,,,,,80d6d31da1894ce6b4cc12f1db5bc1ca,looking for a fight 2011
Looks Like It's Gonna Rain 7,The White Years,3.61,9,None,\Rivers Cuomo,,,,1.5,,Sketch,N,,,,"(One two one two three four) 
Looks like it’s gonna rain 
Looks like it’s gonna rain 
Looks like it’s gonna rain 
Looks like it’s gonna rain 
Looks like it’s gonna rain 
Looks like it’s gonna rain 
Looks like it’s gonna rain 
Looks like it’s gonna rain",Rivers Cuomo,,Rivers Cuomo,45,used tragic sad yet masculine,Rivers Cuomo,,,,,,,,,,,,103,,,,,,,,12b91cf032054643b91b014ce74baa43,Looks Like It's Gonna Rain 7
Lord Don_t Let_em In,By The People,3.81,48,,\Bleed0range,,,,,,,N,,,,,Bleed0range,,Bleed0range,102,,,,,,,,,,,,,,100,,,,,,,,fb28ad70503743b384f024bb529d2fb8,Lord Don_t Let_em In
Losing My Mind - 2004-06-04,The Make Believe Years,4.45,22,Death to False Metal,\2004-06-04 SIR Prepro,My Brain is Working Overtime,,Losing My Mind - 2004-06-04,4,Losing My Mind,Full Song,N,,,COR: 092,"Yeah 
My brain is working overtime 
I need something to ease my mind 
‘Cause as my thoughts go manic 
I reel and start to panic 
There’s no place to hide behind 
I freak and then hallucinate 
Go at lights when I should wait 
My parents think I’m lazy 
But damn I’m going crazy 
I can’t help my mental state 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I work into a frenzied clip 
I bite the corners of my lip 
I’m losing my appetite 
My pants don’t even fit right 
Take away the month-old dip 
My hair could start a bowl cut fad 
The state of my attire is sad 
And if I was run over by a brand-new Range Rover 
Hey I’d actually be glad 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
Woah la-lah 
Lah dee-dah 
Somebody just punch me in the head 
(‘Cause I can’t take no more of this) 
I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I’m losing my mind 
I’m losing my mind 
Help me 
Help me 
Somebody 
Losing my mind 
I used to be such a strong person 
Nothing could get me down 
Somewhere along the line I just lost it 
Now I know where it’s gone",Rivers Cuomo,,2004-06-04 SIR Prepro,211,,Rivers Cuomo,,,,,,,,,,,,100,,,,,,,,d993eb7ac1b748c7a4c57c4a05e0df2a,02 092 Losing My Mind
Losing My Mind - 2004-07-20,The Make Believe Years,4.5,21,Death to False Metal,\2004-07-20 SIR Demos,,,Losing My Mind - 2004-07-20,3.5,Losing My Mind,Full Song,N,,,COR: 92,"My brain is working overtime 
I need something to ease my mind 
‘Cause as my thoughts go manic I reel and start to panic 
There’s no place to hide behind 
I freak and hallucinate 
I go at lights when I should wait 
My parents think I’m lazy 
But damn I’m going crazy 
I can’t help my mental state 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I work into a frenzied clip 
I bite the corners of my lip 
I’m losing my appetite 
My pants don’t even fit right 
Take away the month-old dip 
My hair could start a bowl-cut fad 
The state of my attire is sad 
And if I was run over by a brand new Range Rover 
Hey I’d actually be glad 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
My brain is working overtime 
I need something to ease my mind 
‘Cause as my thoughts go manic I reel and start to panic 
There’s no place to hide behind 
I freak and hallucinate 
I go at lights when I should wait 
My parents think I’m lazy 
But damn I’m going crazy 
I can’t help my mental state 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I’m watching my life go down the drain",Rivers Cuomo,,2004-07-20 SIR Demos,239,"w/Chad; , published",Rivers Cuomo,,,,,,,,,,,,113,,,,,,,,4e897896636247779fc068a7329ecdb7,01 Losing My Mind
Losing My Mind (My Brain) - SIR Preproduct Rivers Chad,The Make Believe Years,4.12,17,Death to False Metal,\SiR Preprduction Rivers_Chad Rivers' A-L,,,Losing My Mind (My Brain) - SIR Preproduct Rivers Chad,4,Losing My Mind (My Brain),Full Song,N,,,,"Yeah 
My brain is working overtime 
I need something to ease my mind 
‘Cause as my thoughts go manic 
I reel and start to panic 
There’s no place to hide behind 
I freak and then hallucinate 
I go at lights when I should wait 
My parents think I’m lazy but damn I’m going crazy 
I can’t help my mental state 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I work into a frenzied clip 
I bite the corners of my lip 
I’m losing my appetite 
My pants don’t even fit right 
Take away the month-old dip 
My hair could start a bowl-cut fad 
The state of my attire is sad 
ANd if I was run over by a brand new Range Rover 
Hey I’d actually be glad 
‘Cause I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
Woah la la 
He’s trippin’ 
Lah dee dah 
Mental slipping 
Somebody just punch me in the head 
‘Cause I can’t take no more of this 
I’m losing my mind 
I’m going insane 
I’m watching my life go down the drain 
I’m losing my mind 
I’m losing my mind 
Help me 
Help me 
Somebody 
Losing my mind 
I used to be such a strong person 
Nothing could get me down 
Somewhere along the line I lost it 
And I don’t know where it’s gone",Rivers Cuomo,,SiR Preprduction Rivers_Chad Rivers' A-L,211,2004-06-03; da,Rivers Cuomo,,,,,,,,,,,,113,,,,,,,,c2bcb4071fb54265a92c1f05ab16da0e,02 Losing My Mind (My Brain) 2
Lost And Found 7,Weezma,4.31,8,None,,Cockroach (bridge melody),,Lost And Found - v7,3.5,Lost And Found,Full Song,N,,,,"Flying up on your magic broom 
You made a base on one of Pluto's moons 
Analyzing all the minerals 
Searching for extra-terrestrials 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
Swimming at the bottom of the sea 
You found a freaky monstrosity 
Twenty eyes and forty tentacles 
It told you that your little life was null 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Flying up on your magic broom 
You made a base on one of Pluto's moons 
Analyzing all the minerals 
Searching for extra-terrestrials 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
Swimming at the bottom of the sea 
You found a freaky monstrosity 
Twenty eyes and forty tentacles 
It told you that your little life was null 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found",,,Weezma,162,,,,,,,,,,,,,,104,,7,,,,,,5a36ac7401f94af1a2a3ab7bb99b5c5a,Lost And Found 7
Lost And Found 8,Weezma,4.2,5,None,,Cockroach (bridge melody),,Lost And Found - v8 1,3,Lost And Found,Full Song,N,,,,"Flying up on your magic broom 
You made a base on one of Pluto's moons 
Analyzing all the minerals 
Searching for extra-terrestrials 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
Swimming at the bottom of the sea 
You found a freaky monstrosity 
Twenty eyes and forty tentacles 
It told you that your little life was null 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found",,,Weezma,167,,Rivers Cuomo,,rc / db,verse pre,,major,,1,,1.5,2.5,,99,,8,,,4,,,f7936e7d4b074e2fbbf00bd4bb4e1ef0,lost and found 8
Lost And Found 8 1,Weezma,4.64,22,None,,Cockroach (bridge melody),,Lost And Found - v8 1,3,Lost And Found,Full Song,N,,,,"Flying up on your magic broom 
You made a base on one of Pluto's moons 
Analyzing all the minerals 
Searching for extra-terrestrials 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
Swimming at the bottom of the sea 
You found a freaky monstrosity 
Twenty eyes and forty tentacles 
It told you that your little life was null 
Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
(Oh baby) Oh, Where did your heart go? 
Where did your heart go? 
Oh, Where did your heart go? 
Where did it go? 
Honey turn around, and show me how you feel 
I would never hurt you, that just ain't my deal 
I wanna have a real relationship with you 
You were lost but now you're found",,,Weezma,167,,,,,,,,,,,,,,100,,8,,,,,,1e79345d9b0d41bea3de6519af59e034,Lost And Found 8 1
Love Canopy - v1,The Green Years,3.33,3,None,\The Maladroit Years\C.O.R_,Broken Arrows,,Love Canopy - v1,2,Broken Arrows,Voice Memo With Guitar,N,,,COR: 297,,Rivers Cuomo,,C.O.R_,131,,,,,,,,,,,,,,65,,,,,,,,34f912ea1d254bd2b700b7b2acbda27c,297.1 Love Canopy
Love Canopy - v2,The Green Years,3.75,4,None,\The Maladroit Years\2 stars and below,Broken Arrows,,Love Canopy - v2,2,Broken Arrows,Voice Memo With Guitar,N,,,COR: 297,,Rivers Cuomo,,C.O.R_,139,,,,,,,,,,,,,,65,,,,,,,,dea228b0641c442eb996855893f36d4d,297.2 Love Canopy
Love is a 4letterword,By The People,2.67,3,,\raykwon,,,,,,,,,,,,raykwon,,raykwon,303,,,,,,,,,,,,,,65,,,,,,,,dbf50c864fee47d99de73ddcf58c72de,Love is a 4letterword
Love Is The Answer - 2004-07-20,The Make Believe Years,4.36,21,Raditude,\2004-07-20 SIR Demos,,,Love Is The Answer - 2004-07-20,4.5,Love is the Answer,Full Song,N,,,Nice piano intro; COR: 622,"There'll come a day 
When we transcend 
All the pain the error and the folly 
Until that day 
At the end 
Take it easy on yourself 
Take it easy on yourself 
Take it easy on yourself 
Love is the answer 
In spite of what you have heard 
Love is the answer 
You've got to trust in the word 
Love is the answer 
In spite of what you have heard 
Love is the answer 
You've got to trust in the word 
There'll come a day 
When we can rest 
In the shade of the old weeping willow 
Until that day 
At the end 
Take it easy on yourself 
Love is the answer 
In spite of what you have heard 
Love is the answer 
You've got to trust in the word 
Love is the answer 
In spite of what you have heard 
Love is the answer 
You've got to trust in the word 
In the word 
In the word 
In the word 
In the word 
In the word 
In the word 
In the word",Rivers Cuomo,,2004-07-20 SIR Demos,384,,Rivers Cuomo,,,,,,,,,,,,100,,,,,,,,7d8232b78e4541238a512a6eea1c9c92,07 622 Love is the Answer
Love Me - v2,EWBAITE,3.7,5,None,\Demos--Previous Versions,,,Love Me - v2,2.5,Love Me,Full Song,N,,,,"Na na na na na 
Na na na na 
Na na na na 
Na na na na na na 
I try to be like a guy in a movie 
Slick my hair so I look kind of groovy 
But I know that I ain’t really made for that role 
I don my socks and a pair of my favorite jeans 
Button shirt and a jacket that I just cleaned 
Of course it’s true 
They’re the same clothes I wear everyday 
So you’ll love me 
Love me 
La la love me 
Love me 
Love me 
La la love me 
With all your heart 
With all your brains 
Without a hope of any game 
La la love me 
La la la love me 
Playing games on my tablet computer 
Angry birds or a first person shooter 
They help me get through the day when I’m feeling ennui 
It’s been a week since I ran into you 
I’m wondering what you’ve been up to 
I know my cell ain’t gonna ring today 
Love me 
Love me 
La la love me 
Love me 
Love me 
La la love me 
With all your heart 
With all your brains 
Without a hope of any game 
La la love me 
La la la love me 
I really need you sugar 
I’m feeling stale 
…and… me kisses 
And I’mma say 
Love me 
Love me 
La la love me 
Love me 
Love me 
La la love me 
With all your heart 
With all your brains 
Without a hope of any game 
La la love me 
La la la love me 
La la la love me 
Na na na na na",,,Demos--Previous Versions,201,,,,,,,,,,,,,,62,,2,,,,,,c418c51f33344af7a595becdc2d90a06,Love Me 2
Love Me - v3,EWBAITE,3.5,4,None,\Demos--Previous Versions,,,Love Me - v3,3,Love Me,Full Song,N,,,,"I try to be like a guy in a movie 
I mousse my hair so it looks somewhat cool to me 
But I know that I ain’t really made for that role 
I don my socks and a pair of my favorite jeans 
A button shirt and jacket that I just … 
It’s true they’re the same clothes that I wear every day 
Love me 
Love me 
Lo lo love me 
Love me 
Love me 
Lo lo love me 
With all your heart 
With all your brains 
Without a hope of any game 
Lo lo love me 
Lo lo love me 
Playing games on my tablet computer 
Angry Birds or a first person shooter 
They help me make it through the day when I’m feeling ennui 
It’s been a week since I ran into you 
I’m wondering what you been up to 
I know this phone ain’t gonna ring today 
Love me 
Love me 
Lo lo love me 
Love me 
Love me 
Lo lo love me 
With all your heart 
With all your brains 
Without a hope of any game 
Lo lo love me 
Lo lo love me 
I really need you sugar 
I’m feeling blue 
I’ve counted all your kisses 
How about you you you you you you you you 
Love me 
Love me 
Lo lo love me 
Love me 
Love me 
Lo lo love 
With all your heart 
With all your brains 
Without a hope of any game 
Lo lo love me 
Lo lo love me",,,Demos--Previous Versions,210,,,,,,,,,,,,,,65,,3,,,,,,c43257b1fff6416e90c31bfd172bc516,Love Me 3
Love Me - v4,EWBAITE,4.03,15,None,\2 stars and below,,,Love Me - v4,3.5,Love Me,Full Song,N,,,,"I try to be like a stud in a movie
I mousse my hair so I look kind of sexy
But I know I ain't really made for that role
I don my socks and a pair of my favorite jeans
Buttoned shirt and a jacket that I just cleaned
It's true they're the same clothes that I wear everyday
So that you'll love me
Love me
Lo-lo-love me
Love me
Love me
Lo-lo-love me
With all your heart
With all your brains
Without a hope of any game
Lo-lo-love me
Lo-lo-lo-love me
Playing games on my tablet computer
Angry Birds or a first-person shooter
They help me make it through the day when I'm feeling ennui
It's been a week since I ran into you
I'm wondering what you've been up to
I know it's only going to rain today
Love me
Love me
Lo-lo-love me
Love me
Love me
Lo-lo-lo-love me
With all your heart
With all your brains
Without a hope of any game
Lo-lo-love me
Lo-lo-love me
I need your validation to lead this life
But these two stained love letters are all I've got
Yeah yeah yeah yeah
Love me
Love me
Lo-lo-love me
Love me
Love me
Lo-lo-love me
With all your heart
With all your brains
Without a hope of any game
Lo-lo-love me
Lo-lo-lo-love me
Lo-lo-love me
Lo-lo-love me",,,Demos--Previous Versions,211,,,,,,,,,,,,,,65,,4,,,,,,80b4d7a58b6a4f359ad220ded065f311,Love Me 4
Love Me - v4 1,EWBAITE,4.38,4,None,\Demos--Previous Versions,,Duplicate,Love Me - v4 1,3.5,Love Me,Full Song,N,,,"duplicate file, same as Love Me 4","I try to be like a stud in a movie 
I mousse my hair so I look kind of sexy 
But I know I ain't really made for that role 
I don my socks and a pair of my favorite jeans 
Buttoned shirt and a jacket that I just cleaned 
It's true they're the same clothes that I wear everyday 
So that you'll love me 
Love me 
Lo-lo-love me 
Love me 
Love me 
Lo-lo-love me 
With all your heart 
With all your brains 
Without a hope of any game 
Lo-lo-love me 
Lo-lo-lo-love me 
Playing games on my tablet computer 
Angry Birds or a first-person shooter 
They help me make it through the day when I'm feeling ennui 
It's been a week since I ran into you 
I'm wondering what you've been up to 
I know it's only going to rain today 
Love me 
Love me 
Lo-lo-love me 
Love me 
Love me 
Lo-lo-lo-love me 
With all your heart 
With all your brains 
Without a hope of any game 
Lo-lo-love me 
Lo-lo-love me 
I need your validation to lead this life 
But these two stained love letters are all I've got 
Yeah yeah yeah yeah 
Love me 
Love me 
Lo-lo-love me 
Love me 
Love me 
Lo-lo-love me 
With all your heart 
With all your brains 
Without a hope of any game 
Lo-lo-love me 
Lo-lo-lo-love me 
Lo-lo-love me 
Lo-lo-love me",,,Demos--Previous Versions,211,,,,,,,,,,,,,,65,,4,,,,,,a51c0a410a48451da9a98ae94e13689c,Love Me 4 1
Love You Again,The Make Believe Years,4.42,12,None,\Unknown Album,,,Love You Again,3,Love You Again,"Full Song, Acoustic",N,,,COR: 414,"I can’t see you 
Want to feel you 
Looking blankly 
Won’t you take me 
Love you again 
I’ll love you again 
Until the end 
I’ll love you again 
I will meet you on Saturday 
There are games that we both could play 
Two ships cross on a summer night 
Kiss me now while we have the time 
Love you again 
I’ll love you again 
Until the end 
I’ll love you again 
Love you again 
I’ll love you again 
Until the end 
I’ll love you again 
All your friends are amused by me 
How could you fall for such a freak? 
My friends don’t have a single clue 
About anything that I do 
I’m on my own 
With nobody home 
Nobody cares 
I might disappear 
My friends don’t have a single clue 
About anything that I do 
Love you again 
I'll Love you again 
Until the end 
I’ll love you again 
I’ll love you again 
I’ll love you again 
I’ll love you again 
I’ll love you again 
I’ll love 
I’ll love 
I’ll love 
Love you again 
I’ll love 
Love you again 
I’ll love 
I’ll love 
I’ll love 
I’ll love 
I’ll love 
I’ll love",Rivers Cuomo,,Unknown Album,240,,,,,,,,,,,,,,68,,,,,,,,834cfcadcbcf409fae62d1bae73a4ba0,414 Love You Again
Loveable Loser @100,The Pacific Daydream Black Years,2.67,9,,,,,,3,,Sketch,N,,,,"I’m gonna be your loveable loser
I’m gonna be your loveable loser
I’m gonna be your loveable loser
I’m gonna be your loveable loser
Set me up to take the fall
Can you love me with all of my faults?
Loveable loser
I’m gonna be your loveable loser",,,The Pacific Daydream Years,48,,,,,,,,,,,,,,100,,,,,,,,3bcdd07fdfb640bcb0b0b13744126bea,Loveable Loser @100
